140,1.0
181,1.25
35,1.0
174,1.0208333333333333
76,1.1875
21,1.0
196,1.3333333333333333
180,1.075
176,1.0
84,1.8055555555555556
187,3.576923076923077
28,1.0
106,1.0
92,1.4545454545454546
98,1.0
48,1.0277777777777777
131,1.0263157894736843
146,1.105263157894737
49,1.024390243902439
108,1.0555555555555556
132,1.027027027027027
144,1.9166666666666667
53,1.048780487804878
127,1.0465116279069768
33,1.0
52,1.0227272727272727
1,1.0
65,1.0
13,1.0303030303030303
199,1.0416666666666667
69,1.0
119,1.125
40,1.0
38,1.0
138,1.0434782608695652
111,5.0
192,1.9069767441860466
110,1.0
183,3.5
61,1.0
37,1.0
58,1.025
31,1.0
11,1.0
195,1.813953488372093
55,1.0
44,1.0444444444444445
194,1.0208333333333333
177,1.0
4,1.0
77,1.0
188,1.09375
8,1.0
135,1.0
121,1.0222222222222221
83,1.0
17,1.027027027027027
155,1.0212765957446808
200,2.0
128,1.024390243902439
47,1.0263157894736843
100,1.0
42,1.0238095238095237
173,4.404255319148936
87,4.0
169,1.0222222222222221
168,4.355555555555555
43,1.024390243902439
109,1.0
129,1.8333333333333333
156,1.0227272727272727
114,1.0
189,1.6904761904761905
7,1.027027027027027
117,1.0
162,1.28
102,1.3103448275862069
62,1.0
112,1.0303030303030303
147,2.0
90,1.0
193,3.5405405405405403
70,1.127659574468085
185,1.7209302325581395
191,1.04
23,1.0238095238095237
86,1.0454545454545454
170,1.0
154,1.0
46,1.0232558139534884
133,1.0444444444444445
94,1.1304347826086956
197,1.0
179,1.0
32,1.0
39,1.2439024390243902
60,1.0
99,1.0
151,1.0
163,1.0
50,1.702127659574468
73,1.048780487804878
139,1.0
149,2.0
153,1.0
66,1.125
150,1.7560975609756098
71,1.0
89,1.0
105,1.0
75,1.0
5,1.0
24,1.0
19,1.6304347826086956
175,1.0357142857142858
141,1.0
107,1.0
45,1.0571428571428572
41,1.542857142857143
57,1.0
142,1.0
91,1.0
184,1.0681818181818181
30,1.0
9,1.0512820512820513
152,1.0
2,1.0
198,3.0
122,1.027027027027027
165,1.0
158,2.0416666666666665
12,1.7777777777777777
36,1.8333333333333333
51,3.0
145,1.0263157894736843
186,1.0
72,1.0
101,1.0909090909090908
80,1.0
79,2.0
63,1.0
159,2.9166666666666665
82,1.5
136,1.0
160,1.0
190,1.027027027027027
3,1.0
16,1.0465116279069768
64,1.1
161,1.8297872340425532
130,1.0294117647058822
93,1.3541666666666667
178,1.75
15,1.054054054054054
10,4.444444444444445
157,1.0208333333333333
167,1.6097560975609757
118,1.0294117647058822
95,1.1666666666666667
164,1.0
81,1.0
27,1.0
56,1.0
18,1.2765957446808511
143,1.0212765957446808
126,2.227272727272727
166,1.0
67,1.9583333333333333
25,1.0465116279069768
171,1.1777777777777778
97,1.0
123,1.0
125,1.2903225806451613
148,1.0
78,1.0
104,5.0
59,2.3404255319148937
68,1.0
88,1.0
14,1.0232558139534884
120,1.1785714285714286
113,1.891304347826087
20,1.0
96,1.5625
124,1.025
182,1.0588235294117647
6,3.0
34,1.024390243902439
103,1.0909090909090908
26,1.875
74,3.5
201,1.0
22,1.0
29,1.8958333333333333
172,2.4444444444444446
54,1.0
85,1.0227272727272727
137,1.0
116,1.8541666666666667
134,1.5681818181818181
115,1.0
