gene_1,28
gene_10,1
gene_100,31
gene_101,1
gene_102,28
gene_103,28
gene_104,1
gene_105,33
gene_106,31
gene_107,31
gene_108,32
gene_109,3
gene_11,27
gene_110,25
gene_111,24
gene_112,25
gene_113,3
gene_114,23
gene_115,34
gene_116,1
gene_117,23
gene_118,1
gene_119,30
gene_12,1
gene_120,35
gene_121,24
gene_122,25
gene_123,24
gene_124,24
gene_125,34
gene_126,29
gene_127,30
gene_128,4
gene_129,33
gene_13,35
gene_130,35
gene_131,33
gene_132,23
gene_133,21
gene_134,29
gene_135,2
gene_136,31
gene_137,20
gene_138,34
gene_139,34
gene_14,23
gene_140,31
gene_141,25
gene_142,3
gene_143,1
gene_144,13
gene_145,26
gene_146,23
gene_147,14
gene_148,30
gene_149,19
gene_15,31
gene_150,35
gene_151,19
gene_152,1
gene_153,1
gene_154,31
gene_155,29
gene_156,34
gene_157,22
gene_158,35
gene_159,30
gene_16,1
gene_160,21
gene_161,1
gene_162,25
gene_163,1
gene_164,34
gene_165,24
gene_166,35
gene_167,1
gene_168,1
gene_169,1
gene_17,11
gene_170,1
gene_171,27
gene_172,34
gene_173,35
gene_174,31
gene_175,24
gene_176,11
gene_177,31
gene_178,28
gene_179,31
gene_18,1
gene_180,33
gene_181,34
gene_182,24
gene_183,28
gene_184,15
gene_185,25
gene_186,29
gene_187,35
gene_188,7
gene_189,34
gene_19,14
gene_190,6
gene_191,12
gene_192,29
gene_193,31
gene_194,2
gene_195,25
gene_196,31
gene_197,30
gene_198,4
gene_199,30
gene_2,1
gene_20,32
gene_200,25
gene_201,32
gene_202,1
gene_203,26
gene_204,1
gene_205,35
gene_206,30
gene_207,31
gene_208,1
gene_209,31
gene_21,1
gene_210,1
gene_211,35
gene_212,2
gene_213,2
gene_214,20
gene_215,20
gene_216,29
gene_217,8
gene_218,31
gene_219,34
gene_22,1
gene_220,30
gene_221,33
gene_222,21
gene_223,35
gene_224,35
gene_225,35
gene_226,14
gene_227,14
gene_228,31
gene_229,3
gene_23,3
gene_230,28
gene_231,1
gene_232,22
gene_233,13
gene_234,30
gene_235,35
gene_236,29
gene_237,20
gene_238,30
gene_239,15
gene_24,1
gene_240,28
gene_241,33
gene_242,16
gene_243,12
gene_244,1
gene_245,2
gene_246,26
gene_247,26
gene_248,31
gene_249,10
gene_25,5
gene_250,3
gene_251,6
gene_252,24
gene_253,33
gene_254,29
gene_255,1
gene_256,22
gene_257,33
gene_258,1
gene_259,2
gene_26,28
gene_260,2
gene_261,32
gene_262,3
gene_263,4
gene_264,26
gene_265,24
gene_266,34
gene_267,35
gene_268,32
gene_269,19
gene_27,31
gene_270,31
gene_271,32
gene_272,31
gene_273,3
gene_274,33
gene_275,1
gene_276,30
gene_277,32
gene_278,33
gene_279,1
gene_28,10
gene_280,32
gene_281,35
gene_282,2
gene_283,35
gene_284,30
gene_285,1
gene_286,1
gene_287,3
gene_288,28
gene_289,33
gene_29,1
gene_290,18
gene_291,35
gene_292,3
gene_293,27
gene_294,33
gene_295,34
gene_296,1
gene_297,8
gene_298,32
gene_299,29
gene_3,30
gene_30,35
gene_300,26
gene_301,14
gene_31,1
gene_32,2
gene_33,2
gene_34,33
gene_35,29
gene_36,26
gene_37,28
gene_38,1
gene_39,31
gene_4,22
gene_40,33
gene_41,31
gene_42,24
gene_43,27
gene_44,27
gene_45,16
gene_46,32
gene_47,30
gene_48,14
gene_49,34
gene_5,19
gene_50,32
gene_51,32
gene_52,30
gene_53,3
gene_54,34
gene_55,34
gene_56,5
gene_57,7
gene_58,30
gene_59,3
gene_6,6
gene_60,1
gene_61,26
gene_62,3
gene_63,1
gene_64,17
gene_65,29
gene_66,33
gene_67,35
gene_68,35
gene_69,2
gene_7,35
gene_70,15
gene_71,33
gene_72,28
gene_73,34
gene_74,32
gene_75,30
gene_76,29
gene_77,26
gene_78,31
gene_79,13
gene_8,26
gene_80,1
gene_81,31
gene_82,25
gene_83,22
gene_84,4
gene_85,6
gene_86,28
gene_87,2
gene_88,19
gene_89,20
gene_9,33
gene_90,23
gene_91,28
gene_92,35
gene_93,24
gene_94,5
gene_95,23
gene_96,28
gene_97,2
gene_98,35
gene_99,34
