Hemiprocne_comata,184
Dromaius_novaehollandiae,144
Cuculus_canorus,180
Gallus_gallus,100
Camarhynchus_parvulus,161
Porphyrio_hochstetteri,184
Falco_rusticolus,215
Myiopsitta_monachus,185
Trogon_surrucura,185
Nyctibius_grandis,212
Acanthisitta_chloris,173
Corvus_hawaiiensis,168
Chiroxiphia_lanceolata,178
Theristicus_caerulescens,214
Ciconia_maguari,220
Meleagris_gallopavo,96
Tyto_alba,197
Apus_apus,168
Coloeus_monedula,158
Pogoniulus_pusillus,114
Melopsittacus_undulatus,158
Sylvia_borin,161
Aquila_chrysaetos_chrysaetos,222
Aythya_fuligula,156
Dryobates_pubescens,119
Caprimulgus_europaeus,192
Falco_naumanni,214
Gymnogyps_californianus,218
Cariama_cristata,221
Calypte_anna,155
Sterna_hirundo,201
Pluvialis_apricaria,208
Balearica_regulorum_gibbericeps,217
Phoenicopterus_ruber_ruber,215
Alca_torda,200
