Killdeer,141
Turkey,86
Peregrine_Falcon,146
Chuck_wills_widow,129
Kea,130
Red_Junglefowl,89
Adelie_Penguin,142
Cuckoo_Roller,140
Downy_Woodpecker,86
Golden_collared_Manakin,121
Yellow_throated_Sandgrouse,134
Barn_Owl,136
Cormorant,138
Brown_Mesite,126
Zebra_Finch,111
American_Flamingo,136
Red_legged_Seriema,141
Annas_Hummingbird,110
Emperor_Penguin,144
Crested_Ibis,143
Turkey_Vulture,150
Red_crested_Turaco,116
Ostrich,103
American_Crow,126
Rifleman,111
Bald_Eagle,147
Dalmatian_Pelican,147
Common_Cuckoo,128
Macqueens_Bustard,140
Northern_Fulmar,146
Carmine_Bee_eater,125
Great_Crested_Grebe,137
Red_throated_Loon,142
Budgerigar,118
Rock_Pigeon,129
Great_Tinamou,62
Hoatzin,140
Speckled_Mousebird,115
Grey_Crowned_Crane,142
Sunbittern,125
Mallard,114
White_tailed_Eagle,148
Chimney_Swift,118
White_tailed_Tropicbird,144
Bar_tailed_Trogon,125
Rhinoceros_Hornbill,120
Medium_Ground_finch,114
Little_Egret,146
