Hemiprocne_comata,197
Dromaius_novaehollandiae,164
Cuculus_canorus,174
Gallus_gallus,122
Camarhynchus_parvulus,161
Porphyrio_hochstetteri,183
Falco_rusticolus,206
Myiopsitta_monachus,181
Trogon_surrucura,185
Nyctibius_grandis,209
Acanthisitta_chloris,173
Corvus_hawaiiensis,178
Chiroxiphia_lanceolata,170
Theristicus_caerulescens,222
Ciconia_maguari,214
Meleagris_gallopavo,123
Tyto_alba,202
Apus_apus,182
Coloeus_monedula,171
Pogoniulus_pusillus,117
Melopsittacus_undulatus,169
Sylvia_borin,161
Aquila_chrysaetos_chrysaetos,221
Aythya_fuligula,142
Dryobates_pubescens,129
Caprimulgus_europaeus,193
Falco_naumanni,205
Gymnogyps_californianus,213
Cariama_cristata,212
Calypte_anna,164
Sterna_hirundo,212
Pluvialis_apricaria,213
Balearica_regulorum_gibbericeps,205
Phoenicopterus_ruber_ruber,214
Alca_torda,205
