gene_1,2
gene_10,4
gene_100,44
gene_101,46
gene_102,45
gene_103,45
gene_104,47
gene_105,45
gene_106,46
gene_107,31
gene_108,1
gene_109,2
gene_11,1
gene_110,37
gene_111,36
gene_112,36
gene_113,43
gene_114,47
gene_115,35
gene_116,37
gene_117,48
gene_118,13
gene_119,47
gene_12,43
gene_120,32
gene_121,33
gene_122,46
gene_123,42
gene_124,28
gene_125,46
gene_126,46
gene_127,46
gene_128,48
gene_129,35
gene_13,40
gene_130,47
gene_131,34
gene_132,23
gene_133,45
gene_134,45
gene_135,41
gene_136,48
gene_137,42
gene_138,43
gene_139,35
gene_14,38
gene_140,1
gene_141,40
gene_142,43
gene_143,44
gene_144,45
gene_145,9
gene_146,48
gene_147,40
gene_148,38
gene_149,34
gene_15,46
gene_150,39
gene_151,48
gene_152,43
gene_153,48
gene_154,44
gene_155,2
gene_156,2
gene_157,33
gene_158,36
gene_159,35
gene_16,34
gene_160,37
gene_161,47
gene_162,41
gene_163,42
gene_164,41
gene_165,47
gene_166,1
gene_167,3
gene_168,38
gene_169,29
gene_17,47
gene_170,5
gene_171,47
gene_172,21
gene_173,1
gene_174,31
gene_175,7
gene_176,33
gene_177,2
gene_178,32
gene_179,22
gene_18,29
gene_180,26
gene_181,42
gene_182,46
gene_183,47
gene_184,41
gene_185,16
gene_186,45
gene_187,1
gene_188,1
gene_189,37
gene_19,32
gene_190,17
gene_191,48
gene_192,35
gene_193,38
gene_194,3
gene_195,41
gene_196,44
gene_197,39
gene_198,48
gene_199,29
gene_2,32
gene_20,39
gene_200,3
gene_201,36
gene_21,45
gene_22,3
gene_23,1
gene_24,1
gene_25,44
gene_26,46
gene_27,47
gene_28,44
gene_29,42
gene_3,43
gene_30,39
gene_31,47
gene_32,47
gene_33,41
gene_34,44
gene_35,43
gene_36,38
gene_37,1
gene_38,35
gene_39,33
gene_4,1
gene_40,47
gene_41,48
gene_42,43
gene_43,36
gene_44,48
gene_45,46
gene_46,46
gene_47,42
gene_48,35
gene_49,46
gene_5,32
gene_50,44
gene_51,46
gene_52,45
gene_53,1
gene_54,1
gene_55,45
gene_56,36
gene_57,46
gene_58,38
gene_59,39
gene_6,3
gene_60,40
gene_61,37
gene_62,10
gene_63,48
gene_64,1
gene_65,48
gene_66,1
gene_67,1
gene_68,1
gene_69,1
gene_7,48
gene_70,48
gene_71,44
gene_72,34
gene_73,37
gene_74,1
gene_75,31
gene_76,1
gene_77,5
gene_78,21
gene_79,1
gene_8,47
gene_80,1
gene_81,41
gene_82,2
gene_83,45
gene_84,44
gene_85,46
gene_86,43
gene_87,45
gene_88,25
gene_89,31
gene_9,47
gene_90,42
gene_91,20
gene_92,6
gene_93,12
gene_94,47
gene_95,41
gene_96,38
gene_97,22
gene_98,36
gene_99,41
