Killdeer,150
Turkey,76
Peregrine_Falcon,149
Chuck_wills_widow,135
Kea,132
Red_Junglefowl,80
Adelie_Penguin,148
Cuckoo_Roller,146
Downy_Woodpecker,85
Golden_collared_Manakin,118
Yellow_throated_Sandgrouse,135
Barn_Owl,141
Cormorant,144
Brown_Mesite,124
Zebra_Finch,109
American_Flamingo,150
Red_legged_Seriema,142
Annas_Hummingbird,111
Emperor_Penguin,153
Crested_Ibis,152
Turkey_Vulture,152
Red_crested_Turaco,114
Ostrich,98
American_Crow,115
Rifleman,118
Bald_Eagle,152
Dalmatian_Pelican,150
Common_Cuckoo,123
Macqueens_Bustard,143
Northern_Fulmar,156
Carmine_Bee_eater,117
Great_Crested_Grebe,139
Red_throated_Loon,149
Budgerigar,121
Rock_Pigeon,123
Great_Tinamou,59
Hoatzin,146
Speckled_Mousebird,110
Grey_Crowned_Crane,142
Sunbittern,134
Mallard,107
White_tailed_Eagle,152
Chimney_Swift,123
White_tailed_Tropicbird,142
Bar_tailed_Trogon,128
Rhinoceros_Hornbill,127
Medium_Ground_finch,113
Little_Egret,150
