gene_1,1
gene_10,14
gene_100,7
gene_101,2
gene_102,22
gene_103,16
gene_104,10
gene_105,33
gene_106,13
gene_107,35
gene_108,25
gene_109,1
gene_11,25
gene_110,12
gene_111,31
gene_112,32
gene_113,1
gene_114,31
gene_115,35
gene_116,28
gene_117,34
gene_118,24
gene_119,26
gene_12,1
gene_120,1
gene_121,24
gene_122,35
gene_123,3
gene_124,2
gene_125,1
gene_126,33
gene_127,11
gene_128,35
gene_129,34
gene_13,22
gene_130,16
gene_131,26
gene_132,34
gene_133,34
gene_134,4
gene_135,1
gene_136,15
gene_137,27
gene_138,34
gene_139,31
gene_14,32
gene_140,33
gene_141,30
gene_142,31
gene_143,19
gene_144,22
gene_145,33
gene_146,32
gene_147,35
gene_148,27
gene_149,34
gene_15,33
gene_150,29
gene_151,1
gene_152,34
gene_153,19
gene_154,16
gene_155,20
gene_156,33
gene_157,29
gene_158,30
gene_159,4
gene_16,14
gene_160,27
gene_161,27
gene_162,6
gene_163,28
gene_164,34
gene_165,13
gene_166,19
gene_167,4
gene_168,21
gene_169,11
gene_17,9
gene_170,27
gene_171,32
gene_172,14
gene_173,1
gene_174,20
gene_175,20
gene_176,9
gene_177,16
gene_178,35
gene_179,2
gene_18,2
gene_180,35
gene_181,20
gene_182,33
gene_183,34
gene_184,17
gene_185,6
gene_186,6
gene_187,19
gene_188,6
gene_189,35
gene_19,1
gene_190,2
gene_191,5
gene_192,25
gene_193,15
gene_194,1
gene_195,23
gene_196,34
gene_197,3
gene_198,6
gene_199,20
gene_2,23
gene_20,1
gene_200,2
gene_201,34
gene_202,15
gene_203,32
gene_204,35
gene_205,35
gene_206,29
gene_207,19
gene_208,10
gene_209,34
gene_21,4
gene_210,35
gene_211,29
gene_212,35
gene_213,34
gene_214,1
gene_215,23
gene_216,22
gene_217,29
gene_218,25
gene_219,25
gene_22,27
gene_220,26
gene_221,19
gene_222,35
gene_223,34
gene_224,26
gene_225,31
gene_226,35
gene_227,29
gene_228,10
gene_229,30
gene_23,35
gene_230,5
gene_231,34
gene_232,35
gene_233,4
gene_234,34
gene_235,35
gene_236,18
gene_237,19
gene_238,18
gene_239,3
gene_24,27
gene_240,17
gene_241,32
gene_242,1
gene_243,1
gene_244,2
gene_245,1
gene_246,25
gene_247,1
gene_248,17
gene_249,34
gene_25,34
gene_250,1
gene_251,23
gene_252,31
gene_253,33
gene_254,2
gene_255,1
gene_256,29
gene_257,26
gene_258,20
gene_259,30
gene_26,23
gene_260,15
gene_261,15
gene_262,14
gene_263,1
gene_264,1
gene_265,2
gene_266,1
gene_267,28
gene_268,26
gene_269,22
gene_27,29
gene_270,33
gene_271,21
gene_272,34
gene_273,30
gene_274,35
gene_275,17
gene_276,35
gene_277,34
gene_278,29
gene_279,2
gene_28,22
gene_280,33
gene_281,7
gene_282,28
gene_283,1
gene_284,14
gene_285,23
gene_286,35
gene_287,9
gene_288,12
gene_289,4
gene_29,29
gene_290,21
gene_291,34
gene_292,21
gene_293,6
gene_294,35
gene_295,25
gene_296,1
gene_297,8
gene_298,33
gene_299,29
gene_3,19
gene_30,24
gene_300,1
gene_301,10
gene_31,21
gene_32,4
gene_33,23
gene_34,29
gene_35,31
gene_36,21
gene_37,34
gene_38,22
gene_39,28
gene_4,5
gene_40,32
gene_41,14
gene_42,34
gene_43,28
gene_44,1
gene_45,4
gene_46,5
gene_47,35
gene_48,4
gene_49,3
gene_5,27
gene_50,25
gene_51,30
gene_52,3
gene_53,2
gene_54,6
gene_55,2
gene_56,1
gene_57,8
gene_58,16
gene_59,26
gene_6,1
gene_60,6
gene_61,1
gene_62,35
gene_63,6
gene_64,27
gene_65,25
gene_66,17
gene_67,1
gene_68,32
gene_69,24
gene_7,10
gene_70,23
gene_71,9
gene_72,28
gene_73,12
gene_74,34
gene_75,7
gene_76,5
gene_77,25
gene_78,2
gene_79,35
gene_8,8
gene_80,9
gene_81,18
gene_82,27
gene_83,2
gene_84,27
gene_85,30
gene_86,10
gene_87,29
gene_88,18
gene_89,35
gene_9,2
gene_90,20
gene_91,35
gene_92,34
gene_93,1
gene_94,26
gene_95,13
gene_96,24
gene_97,1
gene_98,22
gene_99,30
